Phone Number,Target,Count
",",147642213776979852956303576856519570674,3
",",147665989262138207866345040010300518518,4
",",147683190414063305104533240627527555082,10
",",147724615477983980268137826980317556480,6
",",147755546911976394563620122778913512012,3
",",14775916182042711671284842194648123711,8
",",147782299266534972473563383305339877644,7
",",147847270955585040375405226591457759498,8
",",14785855785459707258441387307177989524,9
",",147899662168599817674453643712823311248,9
",",147957933810142811024325361879666560572,5
",",148004113226730147844228391866641000869,3
",",148014202771236324209408984398283877841,3
",",148059133498000145681202326525951885068,6
",",148075677304828233410479091393329106415,6
",",148082593552085704789137690180887646428,3
",",148104602602570860883781833546800190838,3
",",148121812776202742008291613784276282171,8
",",148177519531962858547120458014001943127,4
",",148195772708901327583432175776258476874,4
",",148272993007059502224547777020208372777,3
",",148336361853636105467688204796062908657,5
",",148344220944349019700608367331135070753,4
",",148418545991749754163949771414642053244,4
",",148427927612712831390423563234109892627,3
",",148453120417120727964640377927662638550,6
",",148453770745574753018469931509512923987,11
",",148472166462681854422234976609208770121,6
",",148489271356039268593751092568701315525,9
",",148502036966257563690868443716634320538,4
",",148508073516349782070745123031299176313,6
",",148521685503717621322561310573933873401,6
",",148525008765982598361282189261582723624,3
",",148595306198546367347293502123057463803,3
",",148603332699187524187864968400582136766,3
",",148624019031187199313352110961954904231,2
",",148631615107980682041417160755950669179,4
",",148681733723695083517555855324922953794,8
",",148689550863774189672051623741232036187,7
",",148745489257127223445865039297314335816,11
",",148756126014390930223182930075820004766,5
",",148781672557788246493444680231968053775,5
",",148789346946613009348249068820473326898,7
",",148843494085247897622179298632176146116,5
",",148866566408586145449884224839666699810,7
",",148896578398021472745398914909793407046,3
",",14890773811559382744959208709717625111,3
",",149028364994686888445380036624490023429,6
",",149096171764752338633318546377375035377,4
",",149112094633442837561265378367600561744,5
",",149166651398252303198977507370409704916,4
",",149202708954835881594348999551621059061,4
",",149237388299756045878944071437067192533,3
",",149258389226712505340183690360647195457,11
",",1492813022649430617892766726314674798,5
",",149360826958117333636387293686243361629,2
",",149403594213255001860758457389142503740,8
",",149447450542421211551666917943077897585,4
",",14955633334371944698138986577559832367,5
",",14960655794166045730559207396404119585,13
",",14968586852924481194698672332828088798,5
",",149729063055203669543870169301803643154,4
",",149733095294621960092603783294362190672,7
",",149735774982557541534852048561128946698,9
",",149739394697295237111769421056029950801,11
",",149744650095293002368642326538274300519,12
",",149755913799563422127034896646746640618,4
",",149821873209984837234013653644370403833,11
",",149839250892957345019288505639994260198,11
",",149906815826151971442367827736001173539,4
",",149943307711735211307636421133286302299,4
",",14994659642722372657760526534531598984,5
",",149952398701672519091225759149749427553,4
",",149952673358528012525925074166858594742,12
",",14996716165832596099023559579689605061,9
",",149981947334521288047037670949383028685,9
",",149992519891288619000846937347017625814,10
",",150020938889013186947946296751328327586,7
",",150038947773060915813385364833296373604,10
",",150050367434948124766305328412175279471,6
",",150099489946832901032961978244328316972,2
",",150169407132380205450328511360601558616,5
",",150175080505754508018022232787042749412,4
",",150181590323301376955442182332544785317,3
",",150189874470874482415146548116505442363,10
",",15024561857981856756572589485667074256,3
",",150246467348331453186997191628617133588,3
",",150247816302671099405499738503619782206,11
",",150256262301483183255587996930200384867,5
",",150294522568181543780790228498092257926,4
",",150311078678941612055018862394178060644,15
",",150320097198068865723071581145856093006,6
",",150327270893733350980120795144917167690,4
",",150350525205012047005312722635679966292,7
",",150357552462542965084435663063272216311,11
",",150362303645386648259770410753761867846,4
",",150386624077597842967382777275323180407,4
",",150387974675605128068250696283780514481,4
",",150402171994507212906812138864696738621,4
",",15044168223584335501379924676298591525,3
",",150457766621865599109002382748206440539,4
",",150490901958952854313528122963053947174,6
",",150493300305978813983250253337222312789,11
",",150501355721093549870066950429136129230,7
",",150505906268139623515283457194165281218,6
",",150565596507200735066789951938413706621,9
",",150594707336976690545874742728260192962,6
",",150659143431017242576121460901514626629,4
",",150699881290365742692426247465435158431,7
",",150752921328350416665781263946182921489,5
",",150819332101067210041543658120660776544,7
",",150869308117831402561308131604346828641,6
",",150992406113575932738205919950510960452,4
",",151003161676114525591603867996202496097,5
",",151030444020802613214968304070462865518,7
",",151072441573519413213188355735656821082,4
",",15108230108046810650580206635876979718,8
",",151086497690334258659478424088390296851,2
",",151103389423983417877512179778445453604,4
",",151139511190725217083139700067679205422,3
",",151172251737135510882901240383366462310,4
",",151185988567661512233051557381521755900,10
",",151193267286127147745031404009178446069,9
",",151231146366014249797315906911292709935,4
",",151270916395329240426876889192130921296,3
",",151278297603931474835698904105939427931,3
",",151358130815118851337181746767803482019,4
",",151358981769668910803523849806682805025,3
",",151473865583127347907425987007148705834,5
",",15149868562759507761443488047884598655,4
",",151556176779281797588317077679575615270,3
",",151602046077775059258326706665331686745,3
",",151610218180607728247247381219040952491,15
",",151632983245958930090637811892669153438,4
",",151634371477436538996749069427685423893,5
",",151638610702373377693297000257377978242,6
",",15172304421649789574090910874142292437,8
",",151781778716283262736034045818425131186,7
",",15181518099952154569219067525057101191,2
",",15182437345129631508603122630241334974,8
",",151827231048565300857422012066756323532,5
",",151831976608288801161842341689566878626,8
",",151835380672366553529538183395986180503,10
",",151841728718175744397348304658401744803,4
",",151862721573256605693499318261340758402,4
",",15188155530773997266901389036100402039,5
",",15194225165317913458291387908621791467,17
",",151961312250228960117636983443593587328,9
",",15196804622469869251465824046149251882,5
",",151977389583064299304395676031508082408,3
",",152007753645727080569372358782841884057,3
",",152062055137841845642994221174102324840,3
",",152100309050296762083000887509637108230,3
",",152106163977880276486294876832016713016,6
",",152111697001763493032138181440823507161,7
",",152147189005483726229116575151133080703,7
",",152245192095447058019613600159196296848,10
",",152250734655332328976350691724726403286,3
",",152262961036064122118980525523002640933,3
",",152271682346014427647573290153737269713,4
",",152346215662208473202873625596218298627,3
",",152362294518605917909823504119991930465,4
",",152419399618424715836538361211333384512,2
",",152433910545217289982308152934785358390,9
",",152441670106642689392050893679200205109,6
",",152451920503493589272683823160554450740,6
",",152452447791820145768739142394401991204,4
",",152483250113135905735263955988854364050,4
",",152587426376260615454722234985121683659,3
",",152606023752614174584045323301761164795,10
",",152637553525707520295487091649450921989,5
",",15265352383519241282074042250855115153,11
",",15267914722904225851017469494169528704,7
",",152769677752417445278744119167146366341,4
",",152797491353013035278357519279008251932,2
",",152810574797295643716241686896541174388,7
",",152834543242092538660587589100073056251,7
",",152868005393708464083767831181911435403,4
",",152929919250067974261285476619819488861,8
",",152946883693946402785914810579255412784,7
",",152975291302662615926868231428581819445,4
",",152986005115674534850699819919989482451,3
",",153041825989265263164376526756708622927,5
",",153067210669786426999980014870850049406,3
",",153160063666855540247962087434334259249,4
",",153191470102043619376969889939838072144,4
",",153233775496467744658626787936657501426,7
",",153265039020541619086712090925235262109,6
",",153390144560101531243968640273462224360,9
",",153395900917990915772166718548855487759,3
",",153479951933460730735045308917800794883,10
",",153505979244412230954825710438002005209,4
",",153582891230873889296483356966942343001,12
",",153599204960104470112667685500893671445,6
",",153604340134330718859329682716415085645,3
",",153616327477836463683211839180273964273,5
",",153654409609036048898507267840012888810,5
",",153665522477587990588565876294061694296,7
",",153741180692785822325451684943376666804,14
",",153761950322976965433514347725874689964,4
",",153864393015530456202959511135546405457,9
",",153926644478617941495004241877863540535,4
",",153941349532184718326788512381003737947,4
",",15398696331662048252711282777731009633,4
",",154017416909423876128182177075572159934,2
",",154027992083385001182174482926354048286,5
",",154093208274087912253228214676994950696,3
",",154139329277523004124840285509848170065,5
",",154182177197742692181455662026523652135,9
",",1541979669722370586557428740456790810,3
",",154220497411083017388416896675062924544,3
",",154222687055129980890931750452109324284,7
",",154243857311676410170618206871624430528,5
",",154248097793597485669761319305097941843,8
",",154285507586923628702747427774600240403,3
",",154370424415512263519155101415620970098,7
",",154387547768686942875165783653189169940,11
",",154393273724970396313890073413520337667,6
",",154408291070700535314216191442819596094,10
",",154430566880706670422197055781990885891,4
",",154441435789581724121714536487899172319,4
",",154449554091387995070532031179682660121,3
",",154504861881401083685193774747649293085,4
",",154520895976254985226126325095813698569,7
",",154602969457024192430450373683918631263,7
",",154616711285924028745158070060567775539,9
",",154623442477242519127066447499438322400,6
",",154631173123884754681036456842585480727,4
",",154646698522481024853384520399707027824,4
",",154753765858841427068021002415965740664,8
",",154807260048894386704453974039031441655,11
",",154815448397977013353217091562978601007,8
",",154819964626518035339574173856920828021,5
",",154824818101060468756121338767996111623,3
",",15490519085982355798633970541407655046,4
",",15505240333465959427632302809759728769,4
",",155058935101125660305330794095870164447,3
",",155064768760374608088258502331437282919,10
",",155080590281125234769284660437464096928,4
",",155090082958435194727113579185795612153,9
",",155108105043900898311459421516281595327,10
",",155124534058846055107751967101346976756,8
",",155126341618864127351456405100342277745,3
",",155302378954360384825653201241352323801,4
",",155307988046795115771469880881258176642,7
",",15536526013827994603759412807268684784,9
",",155402245727017268841117392100157567406,4
",",155404184308023248553541763658947836535,7
",",155487320547427797142905546376335387229,5
",",155511074704351721815995380184576336041,7
",",155579072756828315142521384209436884099,7
",",155628698760195676958622862732841083344,6
",",155726460230020764023048707332222398159,5
",",155742605934417525154190177427141665871,8
",",155753189536887352739990436624895142631,8
",",155771037425607104514911893854404785394,5
",",155774652471404401184077607722600678563,4
",",155793943237446114488398038908263669591,8
",",155809011854912245719191008625603048658,9
",",155845120523092726804009349130408790975,4
",",155910286922449742764506589004312036990,8
",",155927140255377840763383435559009325020,4
",",155929360818732568638246623924494544298,4
",",155935434159554081386146424257391335251,5
",",156013964458954491912782167718530491319,9
",",156059936069476979686538825906540582677,2
",",156099392777132724684640711919899514214,4
",",156100798232091828772987633290674116213,4
",",156128691045538930235334725306842454146,4
",",156137331217202173982226592664701960757,5
",",15617737156494469627065404869496004449,6
",",156204538092357788560207553901231805568,7
",",156245799266307093171681917830436822828,9
",",156251313793765500743121766243269185885,4
",",156254792132093689198809049705874802369,4
",",156257533584559607272411342689796774537,7
",",156294150292335811697838973308417668550,3
",",156327417988624080325545227847140571749,4
",",156336136146839597512463363384825670126,4
",",156357688555367338176594570040824481428,8
",",156387570678326816323025362163112736287,5
",",156393051527779982061950725255242956926,11
",",156425912912583382466480592780545105422,8
",",15643278016142787003249914763201873132,4
",",156469762698536479574022508467488106562,4
",",156477287886434397978326173711450044394,2
",",156499774870422789517108687821443154758,10
",",156510148093426096977681290795910799262,4
",",156581373619847927363160794158937462696,5
",",15665563430820328173456398548603263885,4
",",156661286230610146914634897412866984594,4
",",156663083450361698805988430653018300502,8
",",156668636836999753765962264395699441386,4
",",156677866568239964419969092347800563647,4
",",156765646985324313539128387114755536222,9
",",156775043750279967792840178314733891366,8
",",156818142674360075115236821725193667069,2
",",156823285126034420035424738439496758328,4
",",156830380092166295782370202239568378282,5
",",156837100358009843605257089651732681979,6
",",156869802972988380738960778781962378362,4
",",156870714047835370429476960266361544601,4
",",156912989471108485172588095406929687567,4
",",156928345367665051379402209274568679523,3
",",156936974951997295715018746736918573296,9
",",15695299137995662499823840327956028921,6
",",156964523460780275922679151473730555728,4
",",156980166489501713515089723444159325520,8
",",157053703913482457758537678809955418386,7
",",157057369299717363896801505943553287209,3
",",157061491622238257161661743034170395421,4
",",157061823295816963856105718839598807380,11
",",157075930053488625402023021820144813509,4
",",157116012134514110958097854199517264058,5
",",157159048406961433118971558433842860098,7
",",157171215320368592247567711085343757953,8
",",157211081820045346628966608897486101191,8
",",157262017810980806449286067936787791599,3
",",157287043544155513388465744500700021342,8
",",157301111670797226645941154927045610081,7
",",15731500185721659961831048284159959035,5
",",157326441924843368520346122879150839874,9
",",157361185928145485034153899339198015778,6
",",157419963802619582784535295451332677740,4
",",157519174477436609675760357636537615251,4
",",157702083381678267529346092065689334951,3
",",157715005611655367850581367502800542993,7
",",157754677518194307058939892895928203378,7
",",157799578382097951065390439907889559148,9
",",157809242356392913278243377417426510996,8
",",157814282663590275606349065607802416185,4
",",157821615281601326222965697962469716260,4
",",157870580483255411712940714532804386306,7
",",157875810127345647813509932702045365936,9
",",15800396780481150866810349998393850770,4
",",158015467588186585900867537177174262340,7
",",158025594173135386447503349102312844025,3
",",15804247342472894852348031329091308815,4
",",15805978544285704553931059146210210401,5
",",158101784694793589954433605061416206122,3
",",158105980559993189118817277554261241730,8
",",158114274123785537670062523726270302754,6
",",158153379551485497567108876114898686257,4
",",158184252740234722952895905568514976820,3
",",15824320508324506864026649824023099744,9
",",158272697656614186007679876165418632578,4
",",158322597416770092581104627632053625184,4
",",158337089412707965313030892153584156915,7
",",158359606196600571778274745914093885896,4
",",158477140516089679149650631043749886145,3
",",158486224987246238381700435536928852639,8
",",158508039044557473170927622029286863690,5
",",158562855174192144890967702955234873963,8
",",15858338204718650608306460124535853841,10
",",158600934117029992354445090530999180801,5
",",158634487983459940133610466871919890140,9
",",158671070924839058254205730027538756184,7
",",158707344169276432633593815954332611942,9
",",158742189938486458734862966965376951939,7
",",158775096252135415101408584713608155486,3
",",158830492540249040553127998838747998062,4
",",15883892164858959734511217476878142573,4
",",158856145911685657149282556972359347460,4
",",158882731660085997268266750087150498662,3
",",15888424094199556393575091578802666382,3
",",158896317851781592289807896244666320374,4
",",158984124659885820789825297965903277353,8
",",159117034907474575486673451498303710703,3
",",159117641466521508123803849423376752062,11
",",159120106464563134432810416971735245569,7
",",159128816285906432722752488528414575485,9
",",159142073036490970167346155155634858079,7
",",159208187496624696349089104450798252470,9
",",15920944928499523349586884873230225603,10
",",159247984845971857732458300791938622224,7
",",159269869238187155075943476647178949145,3
",",159283446175289623925677464807975189376,11
",",159302247882009973834339397266224445314,8
",",159368850931787643461154984340290844985,4
",",159387843834575238358943545978239953097,4
",",159413960382748871365415034101171311143,8
",",159423072997085585945278892470603982015,4
",",159425535160315802003524364130914585046,3
",",159448420686919901885120420743961873246,9
",",159469621101056665488826857833218353041,9
",",15952987784960151736854887408214246707,5
",",159533099314714169439580366609733451414,17
",",159544131355075788595617749538759686448,9
",",159592412125910964463709817864908861712,4
",",159600148241485817179820778821794785252,8
",",159624004114919723755923980366876771284,8
",",159686013767014502402179145275292331266,4
",",159738920655956140707827977935415976987,7
",",159758164094292836444143086269331591735,8
",",159821898421792726845202148778583563255,3
",",15983565613357179158741578238943887184,8
",",159851532597597889938252255006759313724,2
",",159950808819130109497485437978028241167,3
",",159967922349202261006845058952945302369,4
",",159976133442953630949416519240060641084,7
",",160006838264411665190517549400493326542,16
",",160023348522413050431614650027301449893,10
",",160025624116534170812838134573020291081,5
",",160045928714727244280955063652401354967,7
",",160108946536517249632154152150795524314,7
",",160160335132878074325936160515704426460,5
",",160192364509277765002533343526477212622,4
",",16019512760197556714020398390736906117,15
",",160238616222693688568210497736268173032,5
",",160245003032509834366132056784057324165,4
",",160249353684594039968054411740726430784,3
",",160258652227149619110471810297436395745,9
",",16026186193490419014845504138099061816,9
",",160295777793954475936186572602435987187,3
",",160309695809111362656305452778311836667,3
",",160338153362050546392875630162164040905,8
",",160458947737054880858950742523671713251,8
",",160466469841598358884900657857741543042,8
",",160508952646824591404923639061765674454,3
",",160517809812845898459146691665044391432,8
",",160566896770647885064796612487330956377,2
",",160574586608494013407599766352376587369,7
",",160609548067525004129206824564849497157,4
",",160614011203838829396061936628409774174,7
",",160614697038594176263452523644439200230,5
",",160625879138243994235741570260751915642,9
",",160631129137819835648076928089334022042,6
",",160637561316312915838400785156905590861,5
",",160660329644192265908447019470674789862,7
",",160668443402719900835720618622520139493,6
",",160670544085548517832730490853183746392,7
",",160673262627936820514467780432012077468,7
",",160685727363471620769140784537582529228,9
",",160766353033003646477600877425548095529,3
",",160805886826639239313563869162728454120,3
",",160929641647781642362124243821490751360,7
",",160941709216429332785454068204613107612,6
",",16096152650832017563229618736297318897,4
",",161087604026593587303482001085918654833,3
",",161132507353919404241412179646996003101,8
",",161137252708829100646259700790088487175,7
",",161137859927874571765142388469055521823,7
",",161167578373298632734878442769258227517,3
",",161235466730628139836946978535630060983,8
",",161239779456679531819211679222350239893,9
",",161272213729171962352086311640462876605,3
",",161278581984551844110064017769588092571,9
",",161353172297341685845413311926849502608,7
",",161440128243794533906452811678001824675,4
",",16150965523770490140170269582037146980,4
",",161511390694678194214339844794774606123,9
",",161528580332600317391799354641935012958,5
",",161540857413529076370654859581258646730,4
",",161574262008806935507099664384775445980,5
",",161580795086821562892923744712410931699,10
",",161609546083003100598357985077021456391,4
",",161659868437872557449952435803065209561,4
",",161685887375488349855556820025480961704,10
",",161693555786351387908628982399347812844,3
",",161728884380785927847615754087109554059,7
",",161732460503355894656875188853224645488,10
",",161745459725311537594766845275742505525,7
",",16175255434606234085040605004976541299,2
",",161768840289748792356760817315501796778,2
",",161769255188597651721948118604742229930,6
",",161792133018026755960585056449558933390,10
",",161855914471709692833656391887820039368,8
",",161910711637062882085289302495739321869,5
",",161913765850408367825685343708559583686,3
",",161985542613612148572356641169452006821,4
",",161999484451902363227442762204018904390,7
",",162005180398427805325655724312102154050,8
",",162025740645366505081058667607323433757,4
",",162062046399232435038613975416088697757,5
",",162077084252790916541316303383667064448,3
",",162104157362611369182585379103444161596,4
",",162265558122490137988289640473919992057,5
",",162268684697542427993723562592895740486,5
",",162327356078182293657363346257568429774,3
",",16233979398280979769499029365624394693,5
",",162367673988112628788486865187687831485,2
",",162412467405851948220166395490583808923,5
",",162425909345736971803082162823465429150,13
",",162434821080747630268598999129912392982,3
",",162438931302910034670561801919288168445,3
",",162489958853229086049320986425943474679,4
",",162502164646822102936109997662750141911,7
",",162507609162489763123573766717996797026,10
",",162565634345449322435633496197579869831,9
",",162586567574098840232943229825356667807,10
",",162655247938212592018340283386052680005,5
",",16269407733863651695410771517233344851,6
",",162704856777202848298797200357749451733,7
",",16271114520134447696959254787695818784,5
",",162737957519159925160278076287511603201,9
",",162754132589479403392839152607179825919,7
",",162768349953526060444441082059780187581,5
",",162793699046596938818699090857446263097,10
",",162807002136715377331882396863024164141,10
",",162872708493837567851140188073191338202,7
",",162921754785468805708927344197830208894,3
",",162963512958392397492523802496312003527,5
",",162979090686349796957491213863145623145,6
",",163045590674885847670406220907117446087,4
",",16306048476749794000658129063767134282,4
",",163138793082393946606201175470293072240,3
",",163162094821441660731760217204764034294,21
",",163203871643964495712517023954511972587,11
",",163235829994507084219419470530340376216,3
",",163251369847534265883564393215442487729,3
",",163253609327103670748300328050573757495,6
",",163342653002150234927559596018970054285,3
",",163383150844361010057745192247362660962,9
",",163385541447463889409638954086046011816,2
",",163404142809057102132928508562618115539,17
",",163411730809723201691835036715281749514,7
",",163414308677601912246340845655823601941,3
",",163421099949510069432104059238874319646,8
",",163477406656509915052522809168221806678,11
",",163507172391111723805703487955167686743,2
",",163528198888501803009582376784673537236,8
",",163589851870506114601589603780954645294,8
",",163617903086985163428442785753705212434,8
",",163645255270557426953878363244122041955,4
",",163732221501314420115707020082674274285,3
",",163761201170076236174792458121323526337,2
",",163888311737862045640023353149837542034,3
",",16391054924012860203369832110472700659,10
",",163933297143834215585053443782840153438,3
",",163983508253902205918685822166642710964,3
",",164001014020946556968625220592025149310,3
",",16402770963505208913717133224479485933,12
",",164077996042169822910562219164000802645,9
",",164091232433123455951009581449619853381,7
",",164199064688920278222572477776443566950,13
",",164218673596048683764952868773773499604,3
",",164265146322234068684655956848303529775,2
",",164267593055439956471622270290785004704,3
",",16428217981588760992711600601251937371,10
",",164302998585340591346880576339981041508,9
",",164358249702815315166342460881894672913,4
",",164368957765188410287046337831379643007,4
",",164375892152238808253307963644267827831,6
",",16440537756829361336524818183252013751,8
",",164436576998698218312766101138774177654,4
",",164436945564853398492022346263637495279,4
",",164473298337456663235820846645889490159,4
",",164476377964177065809916744735413267023,9
",",164478760292365245226152733315984222479,9
",",16455163213356539327611775378781350800,5
",",16458909010314204951030712199749279381,3
",",164589649590016787961052122259807148399,7
",",164623964094605326892702941902397862302,10
",",164736519150090305391615089542711920190,4
",",164752901142739013835706535403876971606,3
",",164767327898164525867550469351405663665,9
",",164774201788268675846918169479789040454,10
",",1647862724445659578599551885757921897,7
",",164801615615882516013810904058319586185,3
",",164873499934838540430739670569516674122,7
",",164879195674496214104885002826246082120,7
",",164895946457241490453873598391195471750,12
",",164907904583874159086646616998386026670,6
",",164998531900227316634877798176567254663,11
",",165049161605729847201683355767753930936,4
",",165076662072274638225212699343054162398,4
",",165098488253038573250451450278452524081,10
",",165125032420277026790369329154131905823,4
",",165189424858614730587228187308871256566,7
",",165227172889833269617714210907408857846,2
",",165234700623043531337552448366271214486,4
",",165248973896738300307884963049618455341,4
",",165253635754876063114457037938084812175,9
",",165260125153577503777809067036452831356,4
",",165352250329833531474192920030938202215,4
",",165368544895723336164082966573914347103,5
",",165400501772529694190113350155682968603,4
",",165445780074191553104149023890754183073,4
",",165517013164676043573507868143762630461,4
",",165569918707996215728237195567930302467,4
",",16559973364638202161798605231319451054,4
",",165630942723998237934119220129107720672,8
",",165646369757880928058249499671322079642,10
",",165669653068973742388247205544998483406,6
",",165691458919314354766832559752429141641,12
",",165702821149450528398456206950690976441,5
",",165717817559014262897065980349529469141,7
",",165741331563821431101660027890564241911,4
",",165828920822848407969109601452720944135,6
",",165831601605032325957817266036071531081,6
",",165841846472432966983500313456339633757,4
",",165939417005194760926025067467085876913,3
",",1660090017955099914891422776752859215,10
",",166089195019535020345125071720537861482,5
",",166096681509085219877233624267933180477,4
",",166097737385472722841408862879468296088,5
",",166122848479729291252214932281007268945,7
",",166201301271980712989890020691990995220,3
",",166306055447353017838980092726422459927,10
",",166309674044786981172636724478446261190,4
",",166377403993785782910389128805949976920,5
",",166549846536493298736551631217641153054,4
",",166578184556151026637852172353430045992,3
",",166676293767988687448625011493036604860,4
",",166717719678308650540517361666592626458,3
",",166759886803850065884048589425299006120,7
",",166818628383509499276349602067920550127,4
",",166926772674848630928027018311704699399,7
",",166953690891498173764694969426932195678,9
",",166961844627807538420253038761289027207,7
",",167104105473857643264784391264183647417,6
",",16720234415764520313917740491152627514,8
",",167204481983982416725188302911864215089,3
",",167244294660346237521213461321672516354,6
",",16724442827089866912043836697188716773,4
",",167257299612288770337714414308764084276,8
",",167265581078024329508335906400663229410,4
",",167373460723793070372235602297014968623,10
",",167388582959505789389269328917113565316,5
",",16739750577739289183540014947609921984,4
",",167457072601101907938867898913395768485,8
",",167480270998197729026446410680696828847,7
",",167547390596954589049579507857004375083,6
",",167569733327507665257613451811676012003,7
",",167572003660219154496884860860190724778,4
",",167577353472147589354612549140801313269,8
",",167589805273099717142983241839995767576,4
",",167596273559129216516557216172258949263,4
",",16761266342638630837492228656804299205,5
",",167642948514326484024517569479836234566,4
",",167673988606716666636756626828438714323,10
",",16772787436814906788170597766454355752,2
",",167740891246955315421941320349156662580,4
",",167799148482297456365333460502525570050,4
",",167805988362159431320632510471876051349,4
",",167824505582096112179871520386519494161,9
",",167837897796796133073014908277925908519,15
",",167845333925092253961934424031072275240,10
",",167866418591141354832013297323399050217,6
",",167934183265500719968691864575926414865,6
",",167956874122125223140171027871098002203,3
",",167977952404479041888521232519513639013,3
",",167993978344529888399194714775581139758,4
",",168043346890764265072926985575277215482,4
",",168051828316962493301791275876430387053,5
",",168053281422256265921383910143585704401,3
",",16805815323651721864098614263004829427,4
",",168080297076699667480585143568742145546,6
",",168101355251718093179634063048116851625,7
",",168131281309486277861549603862386152537,3
",",168146000694865072724384033407322418147,7
",",168217094557488946450183835856863771202,11
",",168278213881734157921322212128734615116,7
",",168319384466091701006805673544970497656,4
",",168346868005854348412148870914298156018,10
",",168398988132658244287273774451446146612,7
",",168420108938934246857674714704446373591,7
",",168428009969612187145409801281026538582,9
",",168439152793547083163281715562718368416,7
",",168565638338827301701478394964773617484,13
",",168567808337456081218191456551292687626,2
",",168581493508645042135888638118902757105,3
",",168590742679076376308544035336339918066,10
",",168596553414713857420070015832297297821,3
",",168613803011254789825674596836424877562,3
",",168623417746838908252270522305948880998,3
",",168682744188276568836604808891391350783,9
",",16868466477718355690133086100320849965,5
",",168716054742821556297825595923277080130,2
",",168776483362718356003413007896704152875,4
",",168815405475235806303949080171503216193,2
",",168817594566654907319624714829410898062,7
",",168839884009069564094478945576023042220,4
",",168847612544344674370848506806836965732,4
",",168859613890053584956101305772080938737,5
",",168865273746389615681517384259787837029,3
",",168933759414362622235351312753656012911,4
",",168964033462164263564474280071251838028,4
",",169013231924212797047682067528089626004,3
",",169039172664090340561180141314409061627,3
",",169100251727226398220577779628823488241,14
",",169108726836863389464464776035438570635,10
",",169174949587571904593285932888805803727,3
",",169195138064683845522273446333439286843,3
",",16921070309940289372072625661312100451,9
",",169213568456029664912734698843455922315,4
",",169230344172608823262385102616760570804,10
",",169239407243616867229167068772934178287,8
",",169296189316146371581129898819747135270,8
",",169375465659828537625392654535017679556,2
",",169378252846818928314741952285920970350,4
",",169393363105871562000359107282947910858,4
",",169448894734990923151577550014994058728,4
",",169450356828853686255554999833178373077,8
",",169518713742977272085428876787838293313,6
",",169539121189124878745593136569238801260,2
",",169607589275507089004416071952397973170,8
",",169613833868972656753950464982884764094,3
",",169650089927390710857203359687584883090,4
",",169673933085233981014145539936488975275,9
",",169703192760039796673568186592904482151,7
",",169704861979123398239644023196154641009,2
",",169706980473759760584818748512950460816,4
",",169727244820095507668697892694711683261,7
",",16973071577539249501464366677453303826,8
",",169746008827833863676408086687232658150,7
",",169755572989450982919328083820198895280,4
",",169768106173032278605508091812471380295,4
",",16979526221797030329216693732279365939,9
",",169814896824985012486127231575166495582,7
",",169837710173111884415170997731608030298,4
",",169838241873956082093428261894972621957,5
",",169851303257350532183365052659791438802,11
",",169860969360482897466072781395173649833,6
",",169946731985172564430015742345333149448,12
",",169980944936737855409073994341236349539,7
",",169985389784288917910373118076955326857,9
",",169988728291317581088144830846545883638,4
",",169989439398686480579252667801343472507,14
",",169990866162069394276047632915836747633,5
",",169994918369122019157660847199789207027,5
",",170105960691524293430535123226936087403,3
",",170110242597440890036764079345251906569,4
",",170136410718767142447194891962051022715,4
",",17019304595037001519842608924823265288,4
",",170194054221324382853044924556082502395,4
",",170264147934589775254314122364722697575,10
",",170274359878745354363186946287145189847,3
",",170295904106568854202667526902094402365,7
",",170330248031913415485674139054916666756,6
",",170405090588348518981116656569266558119,9
",",170440736964272360228077897569664634865,10
",",170453961523439957170982298199484911232,5
",",170458258057710780507450668006663897629,6
",",170458396666687183741885308623158158662,4
",",170458698686642921304590709109917893769,6
",",170463873825146002838617795392371600583,4
",",170510244531092061961558723371714936201,4
",",170515346293257384289601752953077112546,6
",",170517923764069252249164763407503178618,7
",",170592696252147901390338554640300134257,7
",",17059576433760605152115579351487218234,4
",",170671572622403520942287897317126420226,7
",",17068555123552516546903169111043447625,4
",",17073818702959369008073449059719899367,10
",",17080221943760296417749111867293645508,4
",",170846286142095349020422467349322848010,9
",",170853516781890660708902445683931523908,7
",",1708888100955932987854709101078956436,9
",",170910447767774904385356821704214216394,7
",",171043318687024059830241788094363049624,9
",",171069222980861214850734813539188267525,7
",",171074390241732850266488540655835292879,9
",",171095863218134219842198673727635269130,3
",",171105537909698001817362332140649627225,4
",",171121605186255643971204475122407522330,4
",",171157000620850799308614725166450614979,4
",",171182227152808060362729374543286058707,3
",",171195461441855559593636541093155802419,3
",",171217886131234699974007781866329058968,8
",",171294266517825299409607015522771119159,9
",",171382218490937207961597086716922477637,2
",",171394651897849721288128609698270988116,11
",",171422833447569636639724775848859338252,2
",",171503126274535204566530781883507075740,3
",",171528983806170277633621324500759224251,8
",",171566022384220903129070258165873107384,10
",",17163720377902500479953963036835924133,4
",",171651882684700848635727195667990040482,7
",",171665415122918211996015720858438091227,9
",",171688914949040813373149541727875598319,4
",",171701394739546539647435766336090729219,8
",",171702562411526860923311626912129231710,13
",",17172650709861330685017968899166624131,4
",",171730376930285996454917978594369690747,6
",",171784945871758968910850679560165966758,5
",",171817660221559147287769737501715055514,4
